zip,Year,had_fire,prior_fire_count,prior_total_acres,prior_max_acres,had_prior_fire,prior_total_acres_log,prior_max_acres_log,mean_tmax,max_tmax,mean_tmin,min_tmin,total_precip,mean_precip,min_precip,temp_range,fire_season_mean_tmax,fire_season_max_tmax,fire_season_total_precip,Avg Fire Risk Score,Avg PPC,Earned Exposure,Earned Premium,Cov A Amount Weighted Avg,Cov C Amount Weighted Avg,CAT Cov A Fire -  Incurred Losses,CAT Cov A Fire -  Number of Claims,Non-CAT Cov A Fire -  Incurred Losses,Non-CAT Cov A Fire -  Number of Claims,Number of High Fire Risk Exposure,Number of Very High Fire Risk Exposure,Number of Low Fire Risk Exposure,Number of Moderate Fire Risk Exposure,Number of Negligible Fire Risk Exposure,total_population,median_income,total_housing_units,average_household_size,educational_attainment_bachelor_or_higher,poverty_status,housing_value,housing_vacancy_number,median_monthly_housing_costs,owner_occupied_housing_units,renter_occupied_housing_units
90011.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,0.524,1.272,7606.41,3455266.0,155548.258,234385.626,3019.0,1.0,318086.0,6.0,0.0,0.0,167.0,2.0,7437.0,102784.0,53781.0,25119.0,4.24,2738.0,27077.0,575200.0,963.0,1592.0,6346.0,17810.0
90012.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.158717357910906,33.54838709677419,13.129991679467485,7.535483870967742,260.3,21.691666666666666,0.0,14.161290322580644,29.679612903225802,33.54838709677419,7.9,0.64,1.0550000000000002,1329.3000000000002,468172.0,231590.59100000001,77105.679,0.0,0.0,0.0,0.0,35.0,0.0,428.0,49.0,819.0,37463.0,67635.0,16541.0,1.9,7710.0,6605.0,686400.0,1305.0,2170.0,1249.0,13987.0
90013.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,0.3825,1.2825,593.23,168550.0,100784.27750000001,72017.72875000001,0.0,0.0,0.0,0.0,0.0,0.0,265.0,7.0,320.0,14891.0,32848.0,10143.0,1.34,3355.0,6063.0,786600.0,1744.0,1295.0,686.0,7713.0
90014.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,0.24125,1.07875,498.71999999999997,105849.0,99486.53125,49378.583750000005,0.0,0.0,0.0,0.0,0.0,0.0,262.0,4.0,235.0,9540.0,33822.0,7618.0,1.39,2295.0,3217.0,644700.0,1168.0,1761.0,236.0,6214.0
90015.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,0.22199999999999998,1.075,1387.94,565551.0,230518.991,91963.47799999999,0.0,0.0,0.0,0.0,1.0,0.0,417.0,23.0,948.0,25257.0,63211.0,14635.0,1.89,5769.0,7031.0,1000800.0,1455.0,2527.0,1618.0,11562.0
90016.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,0.147,1.078,3970.67,2668972.0,206033.79200000002,66450.61,0.0,0.0,105837.0,4.0,0.0,0.0,321.0,3.0,3648.0,46102.0,71067.0,19529.0,2.57,7548.0,7150.0,919800.0,1685.0,1862.0,6320.0,11524.0
90017.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,0.209,1.052,1045.31,261703.0,234651.34399999998,64176.262,0.0,0.0,2345.0,1.0,0.0,0.0,374.0,7.0,665.0,28981.0,51317.0,15953.0,2.01,4450.0,10238.0,675500.0,1805.0,1684.0,842.0,13306.0
90018.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,0.17400000000000002,1.05,3851.81,2569450.0,215005.66600000003,73467.392,414306.0,2.0,715347.0,8.0,0.0,0.0,204.0,2.0,3646.0,48812.0,63671.0,17917.0,2.86,5480.0,9227.0,886800.0,1271.0,1607.0,5340.0,11306.0
90019.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,0.23899999999999996,1.082,4337.65,4022867.0,304717.072,97193.73,0.0,0.0,329003.0,6.0,0.0,0.0,547.0,13.0,3776.0,59288.0,71395.0,26203.0,2.43,11709.0,10401.0,1178100.0,2479.0,1832.0,5673.0,18051.0
90020.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.158717357910906,33.54838709677419,13.129991679467485,7.535483870967742,260.3,21.691666666666666,0.0,14.161290322580644,29.679612903225802,33.54838709677419,7.9,0.30100000000000005,1.08,1015.23,1574655.0,731844.1730000001,292366.931,0.0,0.0,0.0,0.0,0.0,0.0,294.0,58.0,664.0,38361.0,55832.0,19119.0,2.17,9571.0,7024.0,826500.0,1556.0,1755.0,1581.0,15982.0
90021.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,0.267,1.1030000000000002,83.41,42485.0,191330.31300000002,84005.413,0.0,0.0,0.0,0.0,0.0,0.0,28.0,5.0,49.0,3152.0,32250.0,1694.0,1.84,381.0,1350.0,1075800.0,153.0,1065.0,107.0,1434.0
90022.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.520079365079365,30.38064516129032,14.519366359447005,9.271428571428572,179.60000000000002,14.966666666666669,0.0,10.43548387096774,27.83184946236559,30.38064516129032,13.9,0.076,2.636,5227.06,1960487.0,162684.51200000002,46255.886,0.0,0.0,49271.0,3.0,0.0,0.0,125.0,0.0,5102.0,61638.0,67829.0,17845.0,3.62,2730.0,10030.0,603500.0,838.0,1435.0,5636.0,11371.0
90023.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,0.11499999999999999,1.6375,3536.28,1288237.0,170464.25,55193.1175,0.0,0.0,333279.0,8.0,0.0,0.0,91.0,1.0,3444.0,44608.0,56623.0,12319.0,3.74,2248.0,9718.0,617600.0,477.0,1423.0,3057.0,8785.0
90024.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,0.404,1.1320000000000001,2654.67,5403071.0,595186.422,286748.89300000004,0.0,0.0,28948.0,1.0,21.0,4.0,743.0,326.0,1559.0,50830.0,79994.0,20304.0,2.06,8228.0,9090.0,1434000.0,3457.0,2884.0,5417.0,11430.0
90025.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,0.209,1.068,3028.87,2043813.0,283663.789,106074.839,0.0,0.0,0.0,0.0,0.0,0.0,862.0,33.0,2134.0,45238.0,104627.0,24965.0,1.96,14330.0,5135.0,1081400.0,2090.0,2506.0,5437.0,17438.0
90026.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.158717357910906,33.54838709677419,13.129991679467485,7.535483870967742,260.3,21.691666666666666,0.0,14.161290322580644,29.679612903225802,33.54838709677419,7.9,0.2658333333333333,1.04,5243.41,3653361.0,250928.31583333333,64499.165,0.0,0.0,100640.0,3.0,151.0,2.0,672.0,223.0,4194.0,62902.0,85835.0,28632.0,2.32,15638.0,10380.0,1143400.0,2171.0,1939.0,6635.0,19826.0
90027.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.158717357910906,33.54838709677419,13.129991679467485,7.535483870967742,260.3,21.691666666666666,0.0,14.161290322580644,29.679612903225802,33.54838709677419,7.9,0.38083333333333336,1.1158333333333335,3324.52,4237354.0,382664.0258333333,130431.96083333333,0.0,0.0,10935.0,1.0,155.0,7.0,590.0,301.0,2273.0,46049.0,90532.0,24267.0,1.99,14673.0,6467.0,1747200.0,2531.0,2023.0,4413.0,17323.0
90028.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.158717357910906,33.54838709677419,13.129991679467485,7.535483870967742,260.3,21.691666666666666,0.0,14.161290322580644,29.679612903225802,33.54838709677419,7.9,0.277,1.08,1629.8500000000001,589020.0,271469.57399999996,105421.59000000001,0.0,0.0,4257.0,1.0,1.0,0.0,589.0,25.0,1014.0,31441.0,59393.0,22344.0,1.68,9476.0,5755.0,970800.0,4701.0,1813.0,667.0,16976.0
90029.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.158717357910906,33.54838709677419,13.129991679467485,7.535483870967742,260.3,21.691666666666666,0.0,14.161290322580644,29.679612903225802,33.54838709677419,7.9,0.192,1.042,1582.6,888256.0,233480.877,74382.682,0.0,0.0,1430823.0,3.0,0.0,0.0,239.0,4.0,1339.0,33830.0,60793.0,14465.0,2.4,7273.0,7662.0,1066200.0,1376.0,1668.0,1460.0,11629.0
90030.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,0.0,3.0,0.31,242.0,343400.0,257700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
90031.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.158717357910906,33.54838709677419,13.129991679467485,7.535483870967742,260.3,21.691666666666666,0.0,14.161290322580644,29.679612903225802,33.54838709677419,7.9,0.621,1.0390000000000001,2818.76,1386272.0,173860.499,59567.724,0.0,0.0,0.0,0.0,246.0,3.0,226.0,414.0,1927.0,36881.0,62119.0,12686.0,2.99,4445.0,7174.0,758500.0,520.0,1474.0,3823.0,8343.0
90032.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.158717357910906,33.54838709677419,13.129991679467485,7.535483870967742,260.3,21.691666666666666,0.0,14.161290322580644,29.679612903225802,33.54838709677419,7.9,0.48200000000000004,1.098,3621.64,1864939.0,163696.379,60607.23400000001,0.0,0.0,446844.0,4.0,231.0,1.0,271.0,458.0,2662.0,43724.0,81563.0,14139.0,3.18,4790.0,6033.0,780100.0,767.0,1762.0,6932.0,6440.0
90033.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,0.15,1.05,2579.18,1126869.0,220327.09,52579.65,0.0,0.0,113845.0,1.0,0.0,0.0,94.0,0.0,2485.0,46540.0,56001.0,13874.0,3.43,3037.0,11740.0,669500.0,725.0,1429.0,2382.0,10767.0
90034.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,0.20800000000000002,1.048,3718.16,2731474.0,271355.121,91543.70300000001,24831.0,1.0,451.0,1.0,0.0,0.0,806.0,16.0,2896.0,55120.0,103082.0,29262.0,2.1,16252.0,4985.0,1395000.0,3634.0,2238.0,5291.0,20337.0
90035.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,0.248,1.09,2691.4,2959727.0,377754.073,124443.83,0.0,0.0,0.0,0.0,1.0,0.0,559.0,38.0,2093.0,27851.0,108224.0,13795.0,2.3,7869.0,2142.0,1844000.0,1798.0,2567.0,3673.0,8324.0
90036.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.158717357910906,33.54838709677419,13.129991679467485,7.535483870967742,260.3,21.691666666666666,0.0,14.161290322580644,29.679612903225802,33.54838709677419,7.9,0.259,1.065,3005.04,3560659.0,473454.513,154043.02300000002,0.0,0.0,0.0,0.0,1.0,0.0,797.0,80.0,2126.0,38784.0,102877.0,21890.0,1.92,13199.0,4617.0,1958600.0,1905.0,2762.0,2675.0,17310.0
90037.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,0.2233333333333333,1.0416666666666667,4512.65,2374463.0,175428.25333333333,53815.83833333334,99532.0,1.0,522521.0,5.0,0.0,0.0,133.0,0.0,4381.0,67895.0,56417.0,18709.0,3.75,2691.0,17660.0,632600.0,1000.0,1527.0,4071.0,13638.0
90038.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.158717357910906,33.54838709677419,13.129991679467485,7.535483870967742,260.3,21.691666666666666,0.0,14.161290322580644,29.679612903225802,33.54838709677419,7.9,0.266,1.082,1345.6399999999999,761367.0,267279.931,90670.487,0.0,0.0,0.0,0.0,0.0,0.0,340.0,12.0,992.0,27807.0,61566.0,14998.0,2.03,6475.0,5374.0,1089200.0,1654.0,1775.0,1129.0,12215.0
90039.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.158717357910906,33.54838709677419,13.129991679467485,7.535483870967742,260.3,21.691666666666666,0.0,14.161290322580644,29.679612903225802,33.54838709677419,7.9,0.317,1.054,3514.32,2757886.0,233841.16499999998,84625.081,0.0,0.0,405781.0,2.0,91.0,4.0,375.0,130.0,2916.0,28572.0,105578.0,13332.0,2.29,8949.0,2463.0,1202000.0,981.0,2314.0,5564.0,6787.0
90040.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.520079365079365,30.38064516129032,14.519366359447005,9.271428571428572,179.60000000000002,14.966666666666669,0.0,10.43548387096774,27.83184946236559,30.38064516129032,13.9,0.16599999999999998,2.5759999999999996,981.68,411081.0,147192.028,51676.602,0.0,0.0,234864.0,2.0,0.0,0.0,40.0,0.0,943.0,11683.0,70909.0,3376.0,3.48,802.0,1801.0,576900.0,32.0,1495.0,1810.0,1534.0
90041.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.158717357910906,33.54838709677419,13.129991679467485,7.535483870967742,260.3,21.691666666666666,0.0,14.161290322580644,29.679612903225802,33.54838709677419,7.9,0.546,1.056,2621.73,2103866.0,214583.61800000002,77897.52900000001,0.0,0.0,0.0,0.0,141.0,0.0,309.0,316.0,1855.0,27351.0,111834.0,10425.0,2.62,6441.0,2504.0,1135200.0,635.0,2198.0,5220.0,4570.0
90042.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.158717357910906,33.54838709677419,13.129991679467485,7.535483870967742,260.3,21.691666666666666,0.0,14.161290322580644,29.679612903225802,33.54838709677419,7.9,1.1183333333333334,1.0716666666666665,5232.03,3192488.0,152786.26083333333,54380.38166666666,0.0,0.0,318367.0,4.0,349.0,4.0,566.0,644.0,3669.0,58344.0,94401.0,22630.0,2.68,11807.0,6106.0,940600.0,1140.0,2027.0,9985.0,11505.0
90043.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,0.185,1.318,4673.54,3546789.0,203582.94400000002,69849.316,0.0,0.0,310606.0,4.0,0.0,0.0,267.0,0.0,4405.0,43548.0,65496.0,18307.0,2.53,5761.0,7292.0,867800.0,1424.0,1859.0,9007.0,7876.0
90044.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,0.24300000000000002,1.457,7779.24,3822030.0,160794.185,54992.359,0.0,0.0,515396.0,11.0,0.0,0.0,292.0,1.0,7488.0,95859.0,51433.0,28770.0,3.47,4560.0,25149.0,588200.0,1347.0,1564.0,8579.0,18844.0
90045.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,0.193,1.07,3726.2,3065397.0,257904.402,85015.333,0.0,0.0,138811.0,3.0,0.0,0.0,555.0,10.0,3162.0,42352.0,132577.0,17981.0,2.38,11503.0,3417.0,1322700.0,1670.0,2916.0,7678.0,8633.0
90046.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.158717357910906,33.54838709677419,13.129991679467485,7.535483870967742,260.3,21.691666666666666,0.0,14.161290322580644,29.679612903225802,33.54838709677419,7.9,1.529,1.2690000000000001,5699.28,8694922.0,412834.846,159127.21300000002,0.0,0.0,471045.0,4.0,1797.0,256.0,986.0,708.0,1952.0,48905.0,94259.0,31929.0,1.68,18098.0,5499.0,1411500.0,3213.0,2315.0,6694.0,22022.0
90047.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,0.125,1.4075,5844.96,3580673.0,202195.92750000002,66325.80249999999,0.0,0.0,341704.0,8.0,0.0,0.0,340.0,0.0,5505.0,50925.0,70187.0,18042.0,2.93,4717.0,8048.0,648200.0,844.0,1817.0,9361.0,7837.0
90048.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.158717357910906,33.54838709677419,13.129991679467485,7.535483870967742,260.3,21.691666666666666,0.0,14.161290322580644,29.679612903225802,33.54838709677419,7.9,0.27999999999999997,1.1960000000000002,2337.46,2753989.0,402997.33800000005,131095.228,0.0,0.0,0.0,0.0,0.0,0.0,556.0,93.0,1688.0,20796.0,104227.0,13733.0,1.71,7864.0,2357.0,1847500.0,1895.0,2465.0,3312.0,8526.0
90049.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,1.526,1.131,4392.26,15431087.0,742949.4850000001,300533.19,354452.0,1.0,7899.0,2.0,1073.0,228.0,949.0,926.0,1215.0,36735.0,169898.0,18684.0,2.17,11466.0,2030.0,2000001.0,2079.0,3451.0,8751.0,7854.0
90050.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,
90051.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
90052.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,
90053.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,
90054.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,
90055.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,
90056.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,0.13699999999999998,2.346,929.37,1286076.0,368888.18600000005,114139.827,0.0,0.0,286514.0,2.0,0.0,0.0,111.0,2.0,816.0,8908.0,127252.0,3704.0,2.52,1903.0,889.0,1510300.0,173.0,2598.0,1985.0,1546.0
90057.0,2018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.31929211469534,26.996774193548383,14.603904249871993,9.728571428571428,198.1,16.508333333333333,0.0,8.535483870967738,24.946021505376343,26.996774193548383,14.7,0.219,1.026,619.9,265678.0,247844.19099999996,74713.88799999999,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,471.0,45548.0,44876.0,17912.0,2.64,5549.0,12095.0,694500.0,1224.0,1404.0,703.0,15985.0
